iter	Logloss
315	0.3167403802
316	0.3165244006
317	0.3163223967
318	0.316082409
319	0.3158287958
320	0.315520167
321	0.3153554934
322	0.3151415204
323	0.3150056378
324	0.3147807923
325	0.3145834313
326	0.3144065087
327	0.3142993705
328	0.3141451494
329	0.3139564677
330	0.3136623044
331	0.3134817421
332	0.3132372982
333	0.3130766142
334	0.3129604001
335	0.3128053158
336	0.3126661202
337	0.3124400381
338	0.3122925831
339	0.3120999118
340	0.3119029007
341	0.3116494275
342	0.3114155761
343	0.3112581819
344	0.3110822392
345	0.3108274127
346	0.3106361646
347	0.3103290756
348	0.3101681584
349	0.3099438962
350	0.3097225271
351	0.3095525106
352	0.30943415
353	0.3092632002
354	0.3089856489
355	0.308824615
356	0.3087175935
357	0.308501054
358	0.3082944071
359	0.3081505452
360	0.3079418217
361	0.3078194248
362	0.3076021154
363	0.3074238628
364	0.307241364
365	0.3071123876
366	0.3069688989
367	0.3067318511
368	0.3064938
369	0.3063559343
370	0.3061761419
371	0.3059714314
372	0.3057700574
373	0.305493486
374	0.3053290924
375	0.3051568827
376	0.3049634881
377	0.3048750618
378	0.3046977659
379	0.3045212865
380	0.3044128885
381	0.3041805069
382	0.3039975881
383	0.3038075298
384	0.3037223233
385	0.3036685675
386	0.303502774
387	0.3033079095
388	0.3031637676
389	0.3029510545
390	0.3028539488
391	0.3027141466
392	0.3025478631
393	0.3023785466
394	0.3021834254
395	0.3020062461
396	0.3017543128
397	0.3016083044
398	0.3014888938
399	0.3013011687
400	0.3011505407
401	0.3010141915
402	0.3007802234
403	0.3004720145
404	0.3003745589
405	0.3001643656
406	0.2999657214
407	0.2997377728
408	0.2996381007
409	0.2994959887
410	0.2992639337
411	0.2991006367
412	0.2989852859
413	0.2988221055
414	0.2986541421
415	0.2984195674
416	0.2982002748
417	0.2980889603
418	0.2979939779
419	0.2978545956
420	0.2976723301
421	0.2974934709
422	0.2972739683
423	0.29716907
424	0.2969937106
425	0.2968380196
426	0.2966747459
427	0.2964072971
428	0.2961702493
429	0.2960758268
430	0.2959399442
431	0.2958178972
432	0.295636285
433	0.2954638887
434	0.2953057245
435	0.2951524367
436	0.295056311
437	0.2949443665
438	0.2948028378
439	0.2946629889
440	0.2945717861
441	0.294383851
442	0.2942950981
443	0.2941918096
444	0.2940254328
445	0.2939182246
446	0.2937828554
447	0.293699492
448	0.2935613463
449	0.2935037409
450	0.2934587811
451	0.2932627033
452	0.2931224578
453	0.2930258655
454	0.292906175
455	0.2927772919
456	0.2926026791
457	0.2925005338
458	0.2923592384
459	0.2921847656
460	0.2921010989
461	0.2920212585
462	0.291914727
463	0.2918313403
464	0.2916575207
465	0.2915222215
466	0.2914095304
467	0.2912793874
468	0.2911327024
469	0.2910199413
470	0.2909435774
471	0.2907558056
472	0.2906269692
473	0.2904846471
474	0.2904219788
475	0.2902358869
476	0.2900853055
477	0.289873199
478	0.2898065876
479	0.2896592726
480	0.2895924046
481	0.289427871
482	0.2892924551
483	0.2891205254
484	0.289045608
485	0.2889351568
486	0.2887899883
487	0.2887112679
488	0.2886143956
489	0.2884878456
490	0.2883421638
491	0.2881564452
492	0.287974623
493	0.2879126313
494	0.2877913075
495	0.2877089241
496	0.2876167414
497	0.2874053348
498	0.2873564554
499	0.2872764284
500	0.2871655105
501	0.2870067865
502	0.2868539886
503	0.2867933734
504	0.2866045284
505	0.2865065128
506	0.2862748312
507	0.2861295228
508	0.2860886227
509	0.2860000564
510	0.2858794093
511	0.285777824
512	0.2856282925
513	0.2854984295
514	0.2854358545
515	0.2853304895
516	0.2852432531
517	0.2851752652
518	0.285009355
519	0.2849183389
520	0.2848392685
521	0.2847053924
522	0.2845976943
523	0.2844704444
524	0.2842764665
525	0.2841777743
526	0.2840260964
527	0.2839292474
528	0.2838284087
529	0.2837055451
530	0.283551604
531	0.2834407328
532	0.2832982008
533	0.2831283243
534	0.2829735432
535	0.2828120894
536	0.2827693228
537	0.2825594561
538	0.2824705398
539	0.2823235981
540	0.2821675339
541	0.2820585292
542	0.2819142006
543	0.2817418743
544	0.2816161176
545	0.2815622219
546	0.2814157002
547	0.2812408307
548	0.2810370302
549	0.2808093616
550	0.2807195821
551	0.2806086876
552	0.280522851
553	0.2804373878
554	0.2803063582
555	0.2802044696
556	0.2799800674
557	0.2799099797
558	0.279742133
559	0.279595518
560	0.2794283246
561	0.2792865392
562	0.2792146549
563	0.2790314094
564	0.2789475327
565	0.2788188129
566	0.2786179755
567	0.2784553318
568	0.2782640836
569	0.2781418733
570	0.2780160466
571	0.2779597478
572	0.2778829172
573	0.2777682196
574	0.2776408531
575	0.2774624606
576	0.2773030599
577	0.2771864958
578	0.2770234788
579	0.276856682
580	0.2767182796
581	0.2765991958
582	0.276474769
583	0.2763662076
584	0.2762086967
585	0.2761495048
586	0.2760981522
587	0.2759806315
588	0.2759463342
589	0.2758596344
590	0.2756354656
591	0.2755198814
592	0.2753595708
593	0.2752142857
594	0.2751149402
595	0.2749549796
596	0.2748310661
597	0.2747618882
598	0.274642431
599	0.2745277101
600	0.2744376273
601	0.2743041246
602	0.2741462171
603	0.274088635
604	0.273962505
605	0.2738272291
606	0.2737456155
607	0.2735818052
608	0.2734634679
609	0.2733696287
610	0.2732331162
611	0.2730747188
612	0.27293333
613	0.2727453949
614	0.2725742585
615	0.2724788561
616	0.2723810272
617	0.2722730257
618	0.2721952852
619	0.2720491835
620	0.2719274865
621	0.2718484861
622	0.2717388281
623	0.2716218908
624	0.2715100396
625	0.2713817165
626	0.2712752783
627	0.2711669735
628	0.2709751421
629	0.2708875557
630	0.2707710849
631	0.2706654867
632	0.270514112
633	0.2704646493
634	0.2703548513
635	0.2702648851
636	0.2701845315
637	0.2700789332
638	0.2699888737
639	0.2697588486
640	0.269670259
641	0.2696043709
642	0.2694893933
643	0.2693924044
644	0.2692982152
645	0.269161726
646	0.2690834489
647	0.2689799504
648	0.2688774086
649	0.2688104005
650	0.2687599812
651	0.2686177525
652	0.2684786735
653	0.2683813813
654	0.2683552733
655	0.2682717933
656	0.2680811051
657	0.2679966218
658	0.2678578928
659	0.2677888549
660	0.267699402
661	0.2675811581
662	0.2675178131
663	0.2674216174
664	0.2672665097
665	0.2671951387
666	0.2670879306
667	0.267048967
668	0.2669658603
669	0.2668645783
670	0.2668128991
671	0.2667269459
672	0.2666684772
673	0.2665390808
674	0.2664604537
675	0.2664251765
676	0.2662904839
677	0.2661107848
678	0.2660109027
679	0.2659047911
680	0.265800896
681	0.2656830021
682	0.2656455084
683	0.2655040496
684	0.2654501772
685	0.2653523716
686	0.265271598
687	0.2652137826
688	0.265108721
689	0.2650076957
690	0.2649117566
691	0.2648122712
692	0.2646935373
693	0.2645718636
694	0.2644744313
695	0.2643884548
696	0.2643505645
697	0.2642398566
698	0.2641737818
699	0.2641092936
700	0.2639925429
701	0.2638600201
702	0.2637623545
703	0.263684334
704	0.2635312328
705	0.263348174
706	0.2632790662
707	0.2632474987
708	0.2631235618
709	0.2630144172
710	0.2628115033
711	0.2627681067
712	0.2626631617
713	0.2624822027
714	0.2623828573
715	0.2622979774
716	0.2621432196
717	0.2620000343
718	0.2618759109
719	0.2618047032
720	0.2617337755
721	0.2616279439
722	0.2615100032
723	0.2614167006
724	0.2613257779
725	0.2612642761
726	0.2611901986
727	0.2610314512
728	0.2609361654
729	0.2608311738
730	0.2606975777
731	0.2605834168
732	0.2605033898
733	0.2603342365
734	0.2602343078
735	0.2601533242
736	0.2600452528
737	0.2599277788
738	0.259803842
739	0.2597508562
740	0.2596993636
741	0.2595104253
742	0.2593748927
743	0.2592253145
744	0.2590933284
745	0.2590298901
746	0.2589245951
747	0.2587627213
748	0.2586211225
749	0.2585315763
750	0.2584014799
751	0.2582646175
752	0.2581939464
753	0.2581041902
754	0.2580662999
755	0.257925821
756	0.2578143432
757	0.2576157223
758	0.2574699938
759	0.2573386843
760	0.2572810088
761	0.2571939358
762	0.2570915106
763	0.2569871722
764	0.2568683216
765	0.2567523641
766	0.2566128185
767	0.2564932447
768	0.2563852899
769	0.2562499207
770	0.2560744913
771	0.2559778056
772	0.2558486425
773	0.2557659791
774	0.2557247057
775	0.255682919
776	0.2555518194
777	0.2554731457
778	0.2553643976
779	0.2552554163
780	0.2551985808
781	0.2550632348
782	0.2549641694
783	0.2548519683
784	0.2547200754
785	0.2546151771
786	0.2545054025
787	0.2544393277
788	0.2544090668
789	0.2542562456
790	0.2541912207
791	0.2541387715
792	0.2540511852
793	0.2539614523
794	0.2538716261
795	0.2538114309
796	0.253730354
797	0.2536570464
798	0.2535609441
799	0.2534306144
800	0.2533232429
801	0.2532182046
802	0.2530894615
803	0.2529001732
804	0.2528020176
805	0.2527206841
806	0.2526659251
807	0.252553234
808	0.2524889558
809	0.2523511834
810	0.2521989922
811	0.2520979668
812	0.2519679172
813	0.2518736346
814	0.2517849983
815	0.2517523809
816	0.2516433762
817	0.2515053472
818	0.2514471585
819	0.2513485596
820	0.2512531106
821	0.2511781932
822	0.2510703551
823	0.2509495913
824	0.2508625182
825	0.2507696123
826	0.2506713401
827	0.2505994558
828	0.2504910344
829	0.2504205266
830	0.250281401
831	0.2501181973
832	0.2499541303
833	0.2498581446
834	0.2497852337
835	0.249660387
836	0.2496009383
837	0.2494977665
838	0.2494215192
839	0.249298749
840	0.24915974
841	0.2490556816
842	0.2489586226
843	0.2488883949
844	0.2488068747
845	0.2487707809
846	0.248643111
847	0.2485193842
848	0.2484265249
849	0.2483793253
850	0.2482570917
851	0.2481169861
852	0.2480113178
853	0.2479715376
854	0.2478311988
855	0.2478014278
856	0.2476881768
857	0.2475875948
858	0.2474767236
859	0.2474365468
860	0.2473340282
861	0.2471676281
862	0.2470173734
863	0.2469216443
864	0.2468682152
865	0.2467882116
866	0.2467069013
867	0.24663938
868	0.2465276222
869	0.2464438622
870	0.2463824538
871	0.246266263
872	0.2461867493
873	0.2460665922
874	0.2459561876
875	0.2459056983
876	0.2458511026
877	0.2457706556
878	0.2456582446
879	0.2455250918
880	0.245392919
881	0.2453067325
882	0.2451561511
883	0.2450340341
884	0.244921483
885	0.2448369064
886	0.2447290216
887	0.2446667266
888	0.2446283696
889	0.2445011897
890	0.2444827112
891	0.2443797727
892	0.2442904831
893	0.2442537827
894	0.2441736624
895	0.2440315737
896	0.2439289618
897	0.2438246001
898	0.2437112791
899	0.2436667159
900	0.2436381582
901	0.2435194943
902	0.2433557306
903	0.2432881627
904	0.2432579251
905	0.2430957479
906	0.2429747975
907	0.2428093773
908	0.2427153514
909	0.2426739147
910	0.2425474348
911	0.2423632094
912	0.2422184375
913	0.242044828
914	0.241897793
915	0.2417363158
916	0.2416018798
917	0.2415086472
918	0.2414100017
919	0.2413790875
920	0.241204008
921	0.2410796046
922	0.2409541512
923	0.2408392437
924	0.2407301223
925	0.2405875203
926	0.2405297516
927	0.2403906259
928	0.2402490272
929	0.2401617208
930	0.2400960426
931	0.2400057731
932	0.2399365253
933	0.2397923834
934	0.2396890249
935	0.2395614017
936	0.2394399614
937	0.2393258471
938	0.2392309813
939	0.2390676143
940	0.2389314284
941	0.2389108034
942	0.2388075382
943	0.2387159622
944	0.2385609011
945	0.2384750413
946	0.2383574973
947	0.2382003364
948	0.238125699
949	0.238054048
950	0.2379441334
951	0.2378865747
952	0.2377979617
953	0.2376580661
954	0.2375188005
955	0.2374293709
956	0.2373296522
957	0.2372802361
958	0.2372251271
959	0.237122282
960	0.2369972719
961	0.2369617147
962	0.2368562798
963	0.2367282599
964	0.2365351686
965	0.2364298503
966	0.2362532309
967	0.2361052627
968	0.2360723186
969	0.2360111202
970	0.2359384659
971	0.2358141325
972	0.2356754268
973	0.2355673554
974	0.2355073235
975	0.2354129943
976	0.2353050395
977	0.2351738233
978	0.2350404605
979	0.2348910457
980	0.2348471825
981	0.2347638425
982	0.2346847488
983	0.2346171108
984	0.2344950871
985	0.2344004546
986	0.2343144781
987	0.2341885815
988	0.2340399133
989	0.2339577864
990	0.2338804659
991	0.2337940461
992	0.2337332676
993	0.2336799085
994	0.2335779499
995	0.2335143483
996	0.2334314282
997	0.2331964569
998	0.2330567713
999	0.2329524329
1000	0.2328595269
1001	0.232808291
1002	0.2326326749
1003	0.2325449952
1004	0.232476284
1005	0.2324170221
1006	0.2322847792
1007	0.2322274771
1008	0.2321351544
1009	0.2320753558
1010	0.231943113
1011	0.2319036128
1012	0.2317728165
1013	0.2317177775
1014	0.2315891511
1015	0.2314200912
1016	0.2313532465
1017	0.2312490014
1018	0.2311970655
1019	0.2311274444
1020	0.2310627229
1021	0.2309276336
1022	0.230872548
1023	0.2308185589
1024	0.2307110708
1025	0.2306387198
1026	0.2305770081
1027	0.2304143177
1028	0.2302658828
1029	0.2301696871
1030	0.2300199689
1031	0.2299822886
1032	0.2299065546
1033	0.2297862808
1034	0.2296113647
1035	0.2295364707
1036	0.2294530606
1037	0.2293964818
1038	0.2292364978
1039	0.2291163173
1040	0.2290380402
1041	0.2289841212
1042	0.2289540235
1043	0.2288550981
1044	0.2287506897
1045	0.2286909844
1046	0.2286422683
1047	0.2285624979
1048	0.2284792279
1049	0.2284038905
1050	0.2282709478
1051	0.2281673326
1052	0.2280816361
1053	0.2280145814
1054	0.2279777177
1055	0.2278207668
1056	0.2277263676
1057	0.2275881519
1058	0.2274812704
1059	0.2273757421
1060	0.2273300358
1061	0.2272232476
1062	0.2271260953
1063	0.2270264232
1064	0.2269407033
1065	0.2268614463
1066	0.2267696136
1067	0.2266649252
1068	0.2265330323
1069	0.2264255675
1070	0.2263500202
1071	0.2262487849
1072	0.2261901296
1073	0.226134204
1074	0.2261042464
1075	0.226020183
1076	0.2258902267
1077	0.2257662199
1078	0.2256811766
1079	0.2255259989
1080	0.2254720332
1081	0.2253869666
1082	0.2253005701
1083	0.2252285459
1084	0.2251924287
1085	0.2251399329
1086	0.22505006
1087	0.2249637335
1088	0.2248228114
1089	0.2246883287
1090	0.224618031
1091	0.2245246351
1092	0.2245069265
1093	0.2243678008
1094	0.2242766681
1095	0.2242023806
1096	0.2241057883
1097	0.2240158221
1098	0.2239236861
1099	0.223802479
1100	0.2236451782
1101	0.223521638
1102	0.2234387879
1103	0.2233142678
1104	0.2232926628
1105	0.223236364
1106	0.2231007381
1107	0.2230092087
1108	0.222954473
1109	0.2229131763
1110	0.2228445584
1111	0.2227427631
1112	0.2226397313
1113	0.2224938629
1114	0.2224107095
1115	0.2222957319
1116	0.2222283973
1117	0.2221499335
1118	0.2220775826
1119	0.2220189506
1120	0.2219806636
1121	0.2219150555
1122	0.2218310155
1123	0.2216678118
1124	0.2215708461
1125	0.2214183049
1126	0.2213037707
1127	0.2211842901
1128	0.2210962138
1129	0.2210316323
1130	0.2208850406
1131	0.2207663766
1132	0.2206669379
1133	0.2205561367
1134	0.2204484619
1135	0.2203775108
1136	0.2202878246
1137	0.2202167103
1138	0.2202058611
1139	0.2200982797
1140	0.2199752761
1141	0.2199097146
1142	0.2198340506
1143	0.21967444
1144	0.2195777776
1145	0.2194756557
1146	0.2193877427
1147	0.2193250044
1148	0.2192367414
1149	0.2191593975
1150	0.2190651617
1151	0.2188810296
1152	0.2187789077
1153	0.2187024504
1154	0.2185598018
1155	0.2184542968
1156	0.2183854223
1157	0.2182274215
1158	0.2181568671
1159	0.2179852874
1160	0.2179242755
1161	0.2177813469
1162	0.2176250259
1163	0.2175272204
1164	0.2174205255
1165	0.2172996684
1166	0.2172319371
1167	0.217137328
1168	0.2170609874
1169	0.2169842268
1170	0.2168975737
1171	0.2168255961
1172	0.2167149582
1173	0.2166121363
1174	0.2165731728
1175	0.2164593618
1176	0.2163539502
1177	0.2163401846
1178	0.2162187209
1179	0.2160995203
1180	0.2159504788
1181	0.2158952532
1182	0.2158153662
1183	0.2157205937
1184	0.21559969
1185	0.2155040776
1186	0.2154347831
1187	0.2153697583
1188	0.2153288582
1189	0.215267403
1190	0.2152265263
1191	0.2151151185
1192	0.2150228425
1193	0.2149566744
1194	0.2149098014
1195	0.214780125
1196	0.2146322734
1197	0.2146228709
1198	0.2145422839
1199	0.2144280763
1200	0.2144131442
1201	0.2142729686
1202	0.2141702634
1203	0.2140914264
1204	0.2139606301
1205	0.2139330756
1206	0.2138701973
1207	0.2138125452
1208	0.2137478936
1209	0.2136589774
1210	0.2135926926
1211	0.2134835713
1212	0.2134128069
1213	0.2134009545
1214	0.2132876802
1215	0.2132174991
1216	0.2131584471
1217	0.2130390132
1218	0.2129229624
1219	0.2128260435
1220	0.2127110659
1221	0.212697067
1222	0.2126238528
1223	0.2124730381
1224	0.2124132862
1225	0.2123312527
1226	0.2122467228
1227	0.2122352437
1228	0.2121657159
1229	0.212080486
1230	0.2119499463
1231	0.2118611
1232	0.2118091875
1233	0.211697313
1234	0.2115930446
1235	0.211529443
1236	0.2114762706
1237	0.2113811715
1238	0.2112825726
1239	0.2112671972
1240	0.2111590558
1241	0.2110848616
1242	0.2110094543
1243	0.2109098755
1244	0.2108222425
1245	0.2106976757
1246	0.2106295711
1247	0.2106040931
1248	0.210441916
1249	0.2104003626
1250	0.2103434805
1251	0.2102320027
1252	0.2100705255
1253	0.2099677036
1254	0.2098520728
1255	0.2097207866
1256	0.2096674275
1257	0.2096367232
1258	0.2096073956
1259	0.2095184326
1260	0.2094342526
1261	0.2093323641
1262	0.2091809194
1263	0.209101779
1264	0.2090284248
1265	0.2089277495
1266	0.2088308072
1267	0.2087109767
1268	0.2086503615
1269	0.2085690046
1270	0.2084747688
1271	0.2083308835
1272	0.2082399141
1273	0.2081470315
1274	0.208001093
1275	0.2078813559
1276	0.207812108
1277	0.207782757
1278	0.2076900844
1279	0.2076241496
1280	0.207523311
1281	0.2074576562
1282	0.2073466916
1283	0.2072517092
1284	0.207178425
1285	0.2070398826
1286	0.2069587358
1287	0.2068508976
1288	0.206775397
1289	0.2066969332
1290	0.206561004
1291	0.2064994322
1292	0.2063350852
1293	0.2062004626
1294	0.2060969408
1295	0.2059591917
1296	0.2058791414
1297	0.2058019376
1298	0.2057066518
1299	0.2056140025
1300	0.2054761601
1301	0.2053773746
1302	0.2053065869
1303	0.2052109745
1304	0.2051490527
1305	0.2051318341
1306	0.2050594132
1307	0.2049777996
1308	0.2049635208
1309	0.2048836104
1310	0.2047359222
1311	0.204620548
1312	0.2044887951
1313	0.2044677268
1314	0.2043255447
1315	0.2042990635
1316	0.2042220929
1317	0.2041344132
1318	0.2040835273
1319	0.2040100798
1320	0.2039036415
1321	0.2038155652
1322	0.2037474839
1323	0.2036491651
1324	0.2035719379
1325	0.2034800585
1326	0.2032916334
1327	0.2032344713
1328	0.2031558442
1329	0.2030497326
1330	0.2029434344
1331	0.2028664405
1332	0.2026929476
1333	0.2025521188
1334	0.2024762448
1335	0.2023849721
1336	0.2022411568
1337	0.2021029411
1338	0.2019678052
1339	0.2019307548
1340	0.2018319693
1341	0.2016991665
1342	0.2016215193
1343	0.2015216372
1344	0.2014495896
1345	0.2013604167
1346	0.201293502
1347	0.201172365
1348	0.2011149695
1349	0.2010451384
1350	0.200986903
1351	0.2009038429
1352	0.2008091171
1353	0.200734923
1354	0.200625685
1355	0.2005312392
1356	0.2004470592
1357	0.2003708819
1358	0.2003479471
1359	0.2002645603
1360	0.2001683413
1361	0.2000685759
1362	0.1999823894
1363	0.1999217275
1364	0.1998466235
1365	0.1997249498
1366	0.1996599017
1367	0.19951324
1368	0.1994178142
1369	0.1993101161
1370	0.1991988249
1371	0.1990601193
1372	0.198987255
1373	0.1989151608
1374	0.198807276
1375	0.1987119436
1376	0.1986380528
1377	0.1985707181
1378	0.1985124594
1379	0.1984361654
1380	0.1982968532
1381	0.1982324349
1382	0.1981104113
1383	0.1979633763
1384	0.1978898588
1385	0.197761349
1386	0.1976549808
1387	0.1975624014
1388	0.1974475639
1389	0.1973279667
1390	0.1972639451
1391	0.1971964238
1392	0.1971261027
1393	0.1969694552
1394	0.1968824287
1395	0.1967765971
1396	0.1967171019
1397	0.1966430477
1398	0.196556348
1399	0.1963921876
1400	0.1962960153
1401	0.1962294506
1402	0.1961246222
1403	0.1960831622
1404	0.1959949458
1405	0.1959267013
1406	0.1958309255
1407	0.1956896884
1408	0.1956319197
1409	0.1955170238
1410	0.1954108422
1411	0.1953428776
1412	0.195270865
1413	0.1951958543
1414	0.1950667728
1415	0.1949790815
1416	0.1949238092
1417	0.1948356512
1418	0.1947448684
1419	0.1946462929
1420	0.1945122068
1421	0.1944267786
1422	0.1943231518
1423	0.1941545236
1424	0.1940349031
1425	0.1939235769
1426	0.1937943088
1427	0.1936823644
1428	0.1935953146
1429	0.1935116946
1430	0.1934072862
1431	0.19333819
1432	0.19329575
1433	0.1931643471
1434	0.1931463819
1435	0.1930760841
1436	0.19298116
1437	0.1929016813
1438	0.1928176063
1439	0.1928076321
1440	0.1926876383
1441	0.1925784003
1442	0.1925671079
1443	0.1924555951
1444	0.1923187326
1445	0.1922186172
1446	0.1920724571
1447	0.1919926635
1448	0.1919086235
1449	0.1918457451
1450	0.1917600486
1451	0.1916795083
1452	0.1916307805
1453	0.1915962383
1454	0.1915243423
1455	0.1914029019
1456	0.1913220234
1457	0.1912490191
1458	0.1911862575
1459	0.1910544113
1460	0.1909583789
1461	0.190835107
1462	0.1907815029
1463	0.1906517099
1464	0.1905838269
1465	0.1905251133
1466	0.1904245196
1467	0.1903571849
1468	0.1902779745
1469	0.1901263432
1470	0.1900023947
1471	0.1898944516
1472	0.1898245505
1473	0.1897453518
1474	0.1896693145
1475	0.1896320425
1476	0.1895405714
1477	0.1894085852
1478	0.1893437937
1479	0.1893265517
1480	0.1892664265
1481	0.1892110842
1482	0.1891077374
1483	0.1890484871
1484	0.1889695334
1485	0.1888753792
1486	0.1887800351
1487	0.188659668
1488	0.1885948764
1489	0.1884666
1490	0.1883982387
1491	0.1882448342
1492	0.1881675837
1493	0.1880901932
1494	0.1879594435
1495	0.1878199329
1496	0.1877064136
1497	0.187617474
1498	0.1875122957
1499	0.1874176865
1500	0.187349127
1501	0.1872636171
1502	0.1871893647
1503	0.187105243
1504	0.186983336
1505	0.1869084186
1506	0.1868276567
1507	0.1867043031
1508	0.1865850559
1509	0.1865564399
1510	0.1864890702
1511	0.1863871933
